"","from","to","weight"
"447","ASV_202","ASV_37",-0.0210363556739816
"448","ASV_202","ASV_688",-0.00285812991858866
"449","ASV_202","ASV_126",-0.0108623416098803
"450","ASV_202","ASV_290",-0.0821383500211607
"451","ASV_202","ASV_421",0.248472613758749
"452","ASV_202","ASV_146",0.0193060785428092
"453","ASV_202","ASV_210",0.120009104318435
"454","ASV_202","ASV_305",0.048067549182235
"455","ASV_202","ASV_258",0.0179393228180641
"456","ASV_202","ASV_284",0.0262258629911742
"457","ASV_202","ASV_50",0.176886017026736
"458","ASV_202","ASV_266",0.062769650574566
"459","ASV_200","ASV_575",0.0412055266231502
"460","ASV_200","ASV_142",0.00132955601920651
"461","ASV_200","ASV_370",0.00476591506691276
"462","ASV_200","ASV_79",0.0322340170190092
"463","ASV_200","ASV_167",0.0184128650827302
"464","ASV_200","ASV_30",0.174644997084864
"465","ASV_200","ASV_293",0.04206218931909
"466","ASV_200","ASV_318",0.0118263959286588
"467","ASV_200","ASV_230",-0.00461040392087475
"468","ASV_200","ASV_502",-0.0068176277179787
"469","ASV_200","ASV_141",-0.0775371220199113
"470","ASV_200","ASV_356",-0.0294384034034036
"471","ASV_200","ASV_4",-0.0253488591984223
"472","ASV_200","ASV_1",-0.00968145099752374
"473","ASV_200","ASV_50",-0.00333322060745694
"474","ASV_200","ASV_125",-0.0207637955274927
"475","ASV_200","ASV_104",-0.0181938272369012
"476","ASV_200","ASV_235",-0.131289869857635
"477","ASV_200","ASV_153",-0.0289584565352234
"478","ASV_366","ASV_408",-0.0194315500736625
"479","ASV_366","ASV_259",-0.00511370023771457
"480","ASV_366","ASV_852",-0.0855436930167338
"481","ASV_366","ASV_648",-0.0154050574060922
"482","ASV_366","ASV_105",0.0190996625488298
"483","ASV_366","ASV_616",0.0688653764626449
"484","ASV_366","ASV_243",-0.0115816964616626
"485","ASV_366","ASV_343",0.00963176596952431
"486","ASV_366","ASV_540",0.00947382512529168
"487","ASV_366","ASV_399",0.0153521562232543
"488","ASV_366","ASV_457",0.132869122021893
"489","ASV_366","ASV_165",0.0107033104066775
"490","ASV_366","ASV_207",0.0261106624990795
"491","ASV_366","ASV_372",0.00804859306697972
"492","ASV_366","ASV_371",0.0467288457810115
"493","ASV_366","ASV_49",0.0763912325470099
"494","ASV_366","ASV_509",-0.0559476457224
"495","ASV_366","ASV_66",-0.02998974044959
"496","ASV_366","ASV_382",-0.00417495907208451
"497","ASV_747","ASV_408",0.0281002334965984
"498","ASV_747","ASV_252",-0.057159175589282
"499","ASV_747","ASV_519",-0.0415494646564039
"500","ASV_747","ASV_70",-0.00697168089531225
"501","ASV_747","ASV_910",-0.0544088319637486
"502","ASV_747","ASV_1029",-0.0247762737230786
"503","ASV_747","ASV_93",-0.0261265769910181
"504","ASV_747","ASV_748",-0.00812612341935559
"505","ASV_747","ASV_456",0.0439925310594068
"506","ASV_747","ASV_783",0.00310084686375456
"507","ASV_747","ASV_865",-0.0149371436690941
"508","ASV_747","ASV_498",-0.0196163258437361
"509","ASV_747","ASV_372",0.107840342587766
"510","ASV_747","ASV_774",0.183409269042293
"511","ASV_747","ASV_898",0.158181843866018
"512","ASV_626","ASV_575",0.019980164031547
"513","ASV_626","ASV_403",0.0468037243975001
"514","ASV_626","ASV_519",0.101806920120174
"515","ASV_626","ASV_135",-0.0715735215878525
"516","ASV_626","ASV_707",0.0357742593253239
"517","ASV_626","ASV_65",0.00637641968906244
"518","ASV_626","ASV_376",0.195141387680576
"519","ASV_626","ASV_296",-0.00729281999985604
"520","ASV_626","ASV_1029",0.220393892650635
"521","ASV_626","ASV_343",0.0378482378956825
"522","ASV_626","ASV_268",-0.00926673601891895
"523","ASV_626","ASV_122",0.0680417440479023
"524","ASV_626","ASV_205",-0.133109040120185
"525","ASV_626","ASV_399",-0.0122432452006384
"526","ASV_626","ASV_625",-0.0193687222852494
"527","ASV_626","ASV_865",0.0142202863223082
"528","ASV_626","ASV_339",0.035946926425403
"529","ASV_626","ASV_898",-0.00932548737117184
"530","ASV_626","ASV_41",-0.0088352132950037
"531","ASV_408","ASV_259",0.0112624182233481
"532","ASV_408","ASV_603",0.0156540232424764
"533","ASV_408","ASV_386",0.086662188823838
"534","ASV_408","ASV_343",-0.0281648121981297
"535","ASV_408","ASV_113",0.132116798264276
"536","ASV_408","ASV_1098",-0.0171213391893165
"537","ASV_408","ASV_457",0.0563006195474898
"538","ASV_408","ASV_551",0.073844435142899
"539","ASV_408","ASV_662",0.296478698567608
"540","ASV_408","ASV_277",-0.0639641454309944
"541","ASV_408","ASV_337",-0.0284636242348257
"542","ASV_408","ASV_509",0.00954892758269288
"543","ASV_408","ASV_422",0.112959913185053
"544","ASV_259","ASV_13",0.0100577613180395
"545","ASV_259","ASV_648",-0.0930397133767362
"546","ASV_259","ASV_813",0.344105514311922
"547","ASV_259","ASV_105",0.00609429817670659
"548","ASV_259","ASV_608",0.0230252535033953
"549","ASV_259","ASV_30",0.166119073787457
"550","ASV_259","ASV_465",0.100485567281541
"551","ASV_259","ASV_1079",0.394679367787257
"552","ASV_259","ASV_278",0.00526497013017285
"553","ASV_259","ASV_88",0.206404194680482
"554","ASV_259","ASV_556",0.00045993319990098
"555","ASV_259","ASV_884",0.28393529256338
"556","ASV_259","ASV_175",-0.170116636141802
"557","ASV_259","ASV_214",-0.120348398865087
"558","ASV_259","ASV_286",0.0383239888684805
"559","ASV_259","ASV_551",-0.0411904289047836
"560","ASV_259","ASV_232",-0.0467794136519136
"561","ASV_259","ASV_247",-0.0539101518951384
"562","ASV_259","ASV_73",-0.0523862687063768
"563","ASV_259","ASV_148",-0.140569945114611
"564","ASV_259","ASV_165",-0.0319692101861372
"565","ASV_259","ASV_53",0.0988282947489203
"566","ASV_259","ASV_207",0.00341737912768678
"567","ASV_259","ASV_372",0.35779641330472
"568","ASV_259","ASV_127",0.160758087445799
"569","ASV_259","ASV_49",0.00153759015643853
"570","ASV_575","ASV_515",-0.00905918235461728
"571","ASV_575","ASV_593",0.011815618342995
"572","ASV_575","ASV_79",0.0725081232198873
"573","ASV_575","ASV_660",0.0478683006352748
"574","ASV_575","ASV_657",0.0816512258064095
"575","ASV_575","ASV_167",0.0515679493908878
"576","ASV_575","ASV_703",0.0962299846434937
"577","ASV_575","ASV_352",0.0946059512028172
"578","ASV_575","ASV_607",0.0612890406583847
"579","ASV_575","ASV_168",0.0374843617940308
